sample_code,population,count,total_count,percentage
sample09457,cd4_t_cell,26320,100267,26.249912733002883
sample09457,cd8_t_cell,26379,100267,26.308755622487958
sample09457,monocyte,17142,100267,17.096352738189037
sample09457,nk_cell,13673,100267,13.636590303888617
sample09458,b_cell,8671,95205,9.107714930938501
sample09458,cd4_t_cell,24034,95205,25.244472454177824
sample09458,cd8_t_cell,30613,95205,32.15482380127094
sample09458,monocyte,25037,95205,26.29798855102148
sample09458,nk_cell,6850,95205,7.19500026259125
sample09459,b_cell,11368,103625,10.970325693606755
sample09459,cd4_t_cell,29716,103625,28.676477683956573
sample09459,cd8_t_cell,26358,103625,25.435946924004828
sample09459,monocyte,20415,103625,19.70084439083233
sample09459,nk_cell,15768,103625,15.216405307599517
sample09460,b_cell,10833,109712,9.87403383403821
sample09460,cd4_t_cell,31819,109712,29.002296922852562
sample09460,cd8_t_cell,21855,109712,19.920336882018375
sample09460,monocyte,21640,109712,19.72436925769287
sample09460,nk_cell,23565,109712,21.478963103397987
sample09461,b_cell,14531,101217,14.356284023434798
sample09461,cd4_t_cell,25956,101217,25.64391357183082
sample09461,cd8_t_cell,29325,101217,28.972405821156528
sample09461,monocyte,14437,101217,14.263414248594602
sample09461,nk_cell,16968,101217,16.763982334983254
sample09462,b_cell,12439,87558,14.206583064939812
sample09462,cd4_t_cell,21744,87558,24.833824436373604
sample09462,cd8_t_cell,19520,87558,22.293793828091093
sample09462,monocyte,25185,87558,28.76379085863085
sample09462,nk_cell,8670,87558,9.90200781196464
sample09463,b_cell,9173,107998,8.493675808811274
sample09463,cd4_t_cell,46379,107998,42.94431378358858
sample09463,cd8_t_cell,19338,107998,17.905887146058262
sample09463,monocyte,18424,107998,17.0595751773181
sample09463,nk_cell,14684,107998,13.59654808422378
sample09464,b_cell,12933,104270,12.403375851155655
sample09464,cd4_t_cell,32805,104270,31.461590102618203
sample09464,cd8_t_cell,21546,104270,20.663661647645533
sample09464,monocyte,21012,104270,20.151529682554905
sample09464,nk_cell,15974,104270,15.319842716025702
sample09465,b_cell,11894,113599,10.470162589459415
sample09465,cd4_t_cell,42142,113599,37.097157545400925
sample09465,cd8_t_cell,29609,113599,26.064490004313416
sample09465,monocyte,12730,113599,11.206084560603527
sample09465,nk_cell,17224,113599,15.162105300222715
sample09466,b_cell,7220,108969,6.625737595095853
sample09466,cd4_t_cell,35577,108969,32.64873496131928
sample09466,cd8_t_cell,27310,108969,25.062173645715752
sample09466,monocyte,25162,108969,23.090970826565353
sample09466,nk_cell,13700,108969,12.572382971303767
sample09467,b_cell,2190,110231,1.986736943328102
sample09467,cd4_t_cell,45483,110231,41.2615325997224
sample09467,cd8_t_cell,27502,110231,24.949424390597926
sample09467,monocyte,19543,110231,17.729132458201413
sample09467,nk_cell,15513,110231,14.073173608150158
sample09468,b_cell,7021,99283,7.071704118529859
sample09468,cd4_t_cell,33234,99283,33.47400864196287
sample09468,cd8_t_cell,19484,99283,19.62470916471098
sample09468,monocyte,13885,99283,13.985274417574006
sample09468,nk_cell,25659,99283,25.844303657222284
sample09469,b_cell,11889,95479,12.451952785429258
sample09469,cd4_t_cell,26329,95479,27.57569727374606
sample09469,cd8_t_cell,23114,95479,24.20846468857026
sample09469,monocyte,16472,95479,17.251961164235066
sample09469,nk_cell,17675,95479,18.511924088019356
sample09470,b_cell,6586,109864,5.994684336998471
sample09470,cd4_t_cell,36549,109864,33.26749435665914
sample09470,cd8_t_cell,20116,109864,18.30991043471929
sample09470,monocyte,17439,109864,15.873261486929295
sample09470,nk_cell,29174,109864,26.5546493846938
sample09471,b_cell,10307,91203,11.301163338925255
sample09471,cd4_t_cell,33783,91203,37.041544686030065
sample09471,cd8_t_cell,23382,91203,25.637314562020986
sample09471,monocyte,8988,91203,9.854938982270319
sample09471,nk_cell,14743,91203,16.165038430753377
sample09472,b_cell,16105,90737,17.74909904449122
sample09472,cd4_t_cell,27555,90737,30.36798659863121
sample09472,cd8_t_cell,17088,90737,18.8324498275235
sample09472,monocyte,17731,90737,19.541091285804026
sample09472,nk_cell,12258,90737,13.50937324355004
sample09473,b_cell,15034,96257,15.618604361241262
sample09473,cd4_t_cell,25800,96257,26.803245478250933
sample09473,cd8_t_cell,26524,96257,27.5553985684158
sample09473,monocyte,14541,96257,15.106433817800264
sample09473,nk_cell,14358,96257,14.91631777429174
sample09474,b_cell,8816,107600,8.193308550185874
sample09474,cd4_t_cell,39613,107600,36.81505576208178
sample09474,cd8_t_cell,26155,107600,24.307620817843866
sample09474,monocyte,18957,107600,17.61802973977695
sample09474,nk_cell,14059,107600,13.065985130111525
sample09475,b_cell,5288,99954,5.290433599455749
sample09475,cd4_t_cell,27506,99954,27.51865858294816
sample09475,cd8_t_cell,17664,99954,17.672129179422534
sample09475,monocyte,17637,99954,17.645116753706706
sample09475,nk_cell,31859,99954,31.873661884466852
sample09476,b_cell,8121,90205,9.002826894296325
sample09476,cd4_t_cell,21295,90205,23.60733883931046
sample09476,cd8_t_cell,27452,90205,30.432902832437225
sample09476,monocyte,16751,90205,18.5699240618591
sample09476,nk_cell,16586,90205,18.38700737209689
sample09477,b_cell,8801,99593,8.836966453465605
sample09477,cd4_t_cell,28296,99593,28.411635355898508
sample09477,cd8_t_cell,25778,99593,25.883345215025148
sample09477,monocyte,24603,99593,24.703543421726426
sample09477,nk_cell,12115,99593,12.16450955388431
sample09478,b_cell,16176,96193,16.816192446435814
sample09478,cd4_t_cell,22062,96193,22.9351408106619
sample09478,cd8_t_cell,23618,96193,24.552722131548034
sample09478,monocyte,15229,96193,15.831713326333515
sample09478,nk_cell,19108,96193,19.86423128502074
sample09479,b_cell,9430,91143,10.3463787674314
sample09479,cd4_t_cell,28055,91143,30.781299715831167
sample09479,cd8_t_cell,24926,91143,27.348232996500005
sample09479,monocyte,17228,91143,18.902164730149327
sample09479,nk_cell,11504,91143,12.621923790088102
sample09480,b_cell,12640,106148,11.907902174322643
sample09480,cd4_t_cell,26878,106148,25.321249576063607
sample09480,cd8_t_cell,27115,106148,25.54452274183216
sample09480,monocyte,23333,106148,21.981572898217582
sample09480,nk_cell,16182,106148,15.244752609564005
sample09481,b_cell,9084,93473,9.718314379553455
sample09481,cd4_t_cell,31017,93473,33.182844243792324
sample09481,cd8_t_cell,21158,93473,22.63541343489564
sample09481,monocyte,18231,93473,19.504027901105133
sample09481,nk_cell,13983,93473,14.95940004065345
sample09482,b_cell,7177,101487,7.071841713717028
sample09482,cd4_t_cell,33726,101487,33.23184250199533
sample09482,cd8_t_cell,19229,101487,18.947254328140552
sample09482,monocyte,21874,101487,21.553499462985407
sample09482,nk_cell,19481,101487,19.195561993161686
sample09483,b_cell,11113,98796,11.248431110571278
sample09483,cd4_t_cell,30723,98796,31.0974128507227
sample09483,cd8_t_cell,23676,98796,23.964532977043604
sample09483,monocyte,17836,98796,18.053362484311105
sample09483,nk_cell,15448,98796,15.63626057735131
sample09484,b_cell,11809,104821,11.265872296581792
sample09484,cd4_t_cell,35890,104821,34.239322273208614
sample09484,cd8_t_cell,31690,104821,30.23249158088551
sample09484,monocyte,16281,104821,15.5321929765982
sample09484,nk_cell,9151,104821,8.730120872725886
sample09485,b_cell,6906,89487,7.717322069127359
sample09485,cd4_t_cell,28358,89487,31.689519148032673
sample09485,cd8_t_cell,25586,89487,28.591862505168347
sample09485,monocyte,18742,89487,20.94382424262742
sample09485,nk_cell,9895,89487,11.057472035044198
sample09486,b_cell,3449,98707,3.494179744091098
sample09486,cd4_t_cell,28933,98707,29.3120042144934
sample09486,cd8_t_cell,19210,98707,19.46163899216874
sample09486,monocyte,29167,98707,29.549069468224136
sample09486,nk_cell,17948,98707,18.18310758102262
sample09487,b_cell,7506,111011,6.761492104386052
sample09487,cd4_t_cell,46772,111011,42.13276161821801
sample09487,cd8_t_cell,24509,111011,22.077992271036205
sample09487,monocyte,14905,111011,13.426597364225168
sample09487,nk_cell,17319,111011,15.601156642134564
sample09488,b_cell,6970,108066,6.4497621823700335
sample09488,cd4_t_cell,29237,108066,27.054762830122332
sample09488,cd8_t_cell,29855,108066,27.62663557455629
sample09488,monocyte,30265,108066,28.006033349989824
sample09488,nk_cell,11739,108066,10.862806062961523
sample09489,b_cell,11091,99158,11.18517920893927
sample09489,cd4_t_cell,33915,99158,34.20298916880131
sample09489,cd8_t_cell,27100,99158,27.330119607091714
sample09489,monocyte,16092,99158,16.228645192521025
sample09489,nk_cell,10960,99158,11.053066822646686
sample09490,b_cell,3647,98337,3.708675269735705
sample09490,cd4_t_cell,27411,98337,27.874553830196163
sample09490,cd8_t_cell,26415,98337,26.861710241313038
sample09490,monocyte,27312,98337,27.77387961804814
sample09490,nk_cell,13552,98337,13.781181040706958
sample09491,b_cell,7675,100726,7.619681115104343
sample09491,cd4_t_cell,34920,100726,34.66830808331513
sample09491,cd8_t_cell,25757,100726,25.57135198459186
sample09491,monocyte,13906,100726,13.805770109008597
sample09491,nk_cell,18468,100726,18.334888707980067
sample09492,b_cell,8607,95832,8.981342349110944
sample09492,cd4_t_cell,24756,95832,25.832707237665915
sample09492,cd8_t_cell,29491,95832,30.77364554637282
sample09492,monocyte,17457,95832,18.21625344352617
sample09492,nk_cell,15521,95832,16.19605142332415
sample09493,b_cell,7083,92409,7.664837840470085
sample09493,cd4_t_cell,22474,92409,24.320141977513014
sample09493,cd8_t_cell,25716,92409,27.828458267051907
sample09493,monocyte,28242,92409,30.561958250819725
sample09493,nk_cell,8894,92409,9.624603664145267
sample09494,b_cell,10310,99359,10.376513451222335
sample09494,cd4_t_cell,28716,99359,28.901257057740114
sample09494,cd8_t_cell,23639,99359,23.791503537676505
sample09494,monocyte,20048,99359,20.177336728429232
sample09494,nk_cell,16646,99359,16.753389224931816
sample09495,b_cell,12616,99837,12.636597654176306
sample09495,cd4_t_cell,23468,99837,23.506315293929102
sample09495,cd8_t_cell,26070,99837,26.11256347846991
sample09495,monocyte,15624,99837,15.649508699179663
sample09495,nk_cell,22059,99837,22.09501487424502
sample09496,b_cell,10973,104305,10.52010929485643
sample09496,cd4_t_cell,30835,104305,29.562341210871963
sample09496,cd8_t_cell,19661,104305,18.849527827045684
sample09496,monocyte,25252,104305,24.209769426202005
sample09496,nk_cell,17584,104305,16.858252241023923
sample09497,b_cell,9406,110268,8.5301266006457
sample09497,cd4_t_cell,38122,110268,34.57213334784343
sample09497,cd8_t_cell,27478,110268,24.919287553959443
sample09497,monocyte,16300,110268,14.782167083832118
sample09497,nk_cell,18962,110268,17.196285413719302
sample09498,b_cell,5159,102597,5.028412136807119
sample09498,cd4_t_cell,32673,102597,31.84596040819907
sample09498,cd8_t_cell,25516,102597,24.87012290807723
sample09498,monocyte,21325,102597,20.785208144487655
sample09498,nk_cell,17924,102597,17.47029640242892
sample09499,b_cell,9965,111284,8.954566694223788
sample09499,cd4_t_cell,38613,111284,34.69771036267568
sample09499,cd8_t_cell,23923,111284,21.49725027856655
sample09499,monocyte,23537,111284,21.150389993170627
sample09499,nk_cell,15246,111284,13.70008267136336
sample09500,b_cell,11478,101801,11.274938360133987
sample09500,cd4_t_cell,25469,101801,25.0184182866573
sample09500,cd8_t_cell,26607,101801,26.13628549817782
sample09500,monocyte,22324,101801,21.92905767133918
sample09500,nk_cell,15923,101801,15.641300183691712
sample09501,b_cell,8625,108651,7.93826103763426
sample09501,cd4_t_cell,30393,108651,27.973051329486154
sample09501,cd8_t_cell,31128,108651,28.64952922660629
sample09501,monocyte,21441,108651,19.73382665599028
sample09501,nk_cell,17064,108651,15.705331750283017
sample09502,b_cell,9031,95271,9.479274910518416
sample09502,cd4_t_cell,26391,95271,27.700979311647828
sample09502,cd8_t_cell,24562,95271,25.781192597957403
sample09502,monocyte,20133,95271,21.13234877349876
sample09502,nk_cell,15154,95271,15.906204406377597
sample09503,b_cell,9900,100530,9.847806624888094
sample09503,cd4_t_cell,28142,100530,27.99363374117179
sample09503,cd8_t_cell,31718,100530,31.550780861434397
sample09503,monocyte,16839,100530,16.75022381378693
sample09503,nk_cell,13931,100530,13.85755495871879
sample09504,b_cell,5576,103749,5.374509633827796
sample09504,cd4_t_cell,36186,103749,34.87840846658763
sample09504,cd8_t_cell,28743,103749,27.704363415550993
sample09504,monocyte,22386,103749,21.577075441691004
sample09504,nk_cell,10858,103749,10.465643042342576
sample09505,b_cell,8582,111765,7.678611372075336
sample09505,cd4_t_cell,28639,111765,25.624300988681608
sample09505,cd8_t_cell,29988,111765,26.831297812374178
sample09505,monocyte,27405,111765,24.520198631056232
sample09505,nk_cell,17151,111765,15.345591195812643
sample09506,b_cell,13848,96007,14.423948253773162
sample09506,cd4_t_cell,25208,96007,26.25641880279563
sample09506,cd8_t_cell,22920,96007,23.87325924151364
sample09506,monocyte,18854,96007,19.63815138479486
sample09506,nk_cell,15177,96007,15.808222317122711
sample09507,b_cell,6796,98573,6.894382843172066
sample09507,cd4_t_cell,32982,98573,33.45946658821381
sample09507,cd8_t_cell,21894,98573,22.210950260213245
sample09507,monocyte,24917,98573,25.277712963996223
sample09507,nk_cell,11984,98573,12.157487344404656
sample09508,b_cell,13558,105868,12.806513771866854
sample09508,cd4_t_cell,30485,105868,28.79529225072732
sample09508,cd8_t_cell,31486,105868,29.740809309706428
sample09508,monocyte,15327,105868,14.477462500472285
sample09508,nk_cell,15012,105868,14.179922167227113
sample09509,b_cell,9781,95456,10.246605766007374
sample09509,cd4_t_cell,24043,95456,25.187520952061682
sample09509,cd8_t_cell,27628,95456,28.943178008716057
sample09509,monocyte,22344,95456,23.40764331210191
sample09509,nk_cell,11660,95456,12.215051961112973
sample09510,b_cell,9289,100617,9.232038323543735
sample09510,cd4_t_cell,32869,100617,32.66744188357833
sample09510,cd8_t_cell,33185,100617,32.981504119582176
sample09510,monocyte,15651,100617,15.555025492709978
sample09510,nk_cell,9623,100617,9.563990180585785
sample09511,b_cell,7567,102362,7.392391707860339
sample09511,cd4_t_cell,33088,102362,32.3244954182216
sample09511,cd8_t_cell,28947,102362,28.279048865790042
sample09511,monocyte,22060,102362,21.550966178855436
sample09511,nk_cell,10700,102362,10.453097829272581
sample09512,b_cell,8147,97682,8.34032882209619
sample09512,cd4_t_cell,25779,97682,26.390737290391268
sample09512,cd8_t_cell,26131,97682,26.75109027251694
sample09512,monocyte,24816,97682,25.404885239859954
sample09512,nk_cell,12809,97682,13.112958375135644
sample09513,b_cell,11199,93793,11.940123463371467
sample09513,cd4_t_cell,21599,93793,23.028370987173883
sample09513,cd8_t_cell,25661,93793,27.359184587335942
sample09513,monocyte,16449,93793,17.537556107598647
sample09513,nk_cell,18885,93793,20.13476485452006
sample09514,b_cell,11391,95827,11.887046448287016
sample09514,cd4_t_cell,28109,95827,29.333068968036148
sample09514,cd8_t_cell,25584,95827,26.698112223068655
sample09514,monocyte,20149,95827,21.026433051227734
sample09514,nk_cell,10594,95827,11.055339309380447
sample09515,b_cell,3785,97005,3.901860728828411
sample09515,cd4_t_cell,31485,97005,32.45708984072986
sample09515,cd8_t_cell,28732,97005,29.619091799391782
sample09515,monocyte,17086,97005,17.61352507602701
sample09515,nk_cell,15917,97005,16.408432555022937
sample09516,b_cell,15693,105480,14.877701934015928
sample09516,cd4_t_cell,32760,105480,31.058020477815703
sample09516,cd8_t_cell,30250,105480,28.67842244975351
sample09516,monocyte,16518,105480,15.659840728100113
sample09516,nk_cell,10259,105480,9.72601441031475
sample09517,b_cell,6598,108066,6.105528103196195
sample09517,cd4_t_cell,34062,108066,31.51962689467548
sample09517,cd8_t_cell,20156,108066,18.651564784483558
sample09517,monocyte,32985,108066,30.52301371384154
sample09517,nk_cell,14265,108066,13.200266503803231
sample09518,b_cell,8086,104851,7.711895928508074
sample09518,cd4_t_cell,32029,104851,30.547157394779255
sample09518,cd8_t_cell,30486,104851,29.075545297612805
sample09518,monocyte,19236,104851,18.346033895718687
sample09518,nk_cell,15014,104851,14.319367483381178
sample09519,b_cell,10152,108729,9.336975415942389
sample09519,cd4_t_cell,28664,108729,26.362791895446474
sample09519,cd8_t_cell,30967,108729,28.480902059248226
sample09519,monocyte,24716,108729,22.73174590035777
sample09519,nk_cell,14230,108729,13.087584729005142
sample09520,b_cell,6851,107737,6.3590038705365854
sample09520,cd4_t_cell,38560,107737,35.79086107836677
sample09520,cd8_t_cell,20792,107737,19.298848120886973
sample09520,monocyte,22826,107737,21.186778915321568
sample09520,nk_cell,18708,107737,17.36450801488811
sample09521,b_cell,10859,102947,10.548146133447307
sample09521,cd4_t_cell,28135,102947,27.329596782810572
sample09521,cd8_t_cell,27392,102947,26.607866183570188
sample09521,monocyte,23342,102947,22.67380302485745
sample09521,nk_cell,13219,102947,12.840587875314483
